Con,Contp,PP,PPName,Reg,AgtId,Ver,Agt,Dat,Status,Lgt,N_characters,Agtp,Stage,StageSub,Part,ThrdPart,OthAgr,Loc1ISO,Loc2ISO,Loc1GWNO,Loc2GWNO,UcdpCon,UcdpAgr,PamAgr,CowWar,Interim,WggPar,WggGenQuot,WggEffPart,WggCitizen,WggParOth,WggEq,WggEqGen,WggSocEq,WggEqOth,WggGrp,WggIndNom,WggRefDisp,WggPreg,WggGrpOth,WggIntLaw,WggHR,WggHrSta,WggUnsc,WggIntLawOth,WggNewInst,WggInstWom,WggInf,WggRecon,WggNewInstOth,WggVio,WggVioSex,WggVioGen,WggVioProt,WggVioOth,WggTraJus,WggPast,WggPri,WggTraJusOth,WggInstRef,WggConst,WggLawRef,WggJud,WggPol,WggDdr,WggPubAdm,WggInstRefOth,WggDev,WggDevGen,WggRehab,WggEdu,WggHea,WggRepro,WggDevOth,WggImpl,WggImplRole,WggImplSign,WggImplOth,WggOth
Philippines/(Mindanao),Government/territory,90,Philippines - Mindanao process,Asia and Pacific,867,1,Framework Agreement on the Bangsamoro,2012-10-15,Multiparty signed/agreed,14,20602,Intra,SubPar,MultIss,"Marvic M.V.F. Leonen, Panel Chairman on behalf of the Government of the Philippines; 
Mohagher Iqbal, Panel Chairman on behalf of the Moro Islamic Liberation Front","Tengku Dato’ Ab Ghafar Tengku Mohamed, Facilitator and Representative of Malaysia; Witnessed by: Benigno Simeon Aquino III, President of the Republic of the Philippines; Dato’Sri Hj. Mohd Najib Bin Tun Hj. Abdul Razak, Prime Minister of Malaysia; Al Haj Murad Ebrahim, Chairman of the Moro Islamic Liberation Front",Decision Points of Principles; Annex on Power Sharing; Annex on Wealth Sharing; Annex on Transitional Arrangement and Modalities; Annex on Normalization.,PHL,,840,,308,1439,,926,Yes,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Myanmar,Government/territory,80,Myanmar ceasefires process with ethnic armed groups,Asia and Pacific,1321,1,Agreement Between the Chin National Front (CNF) and Union-Level Peace Working Committee at the 2nd Round of Peace Talks,2012-12-09,Multiparty signed/agreed,5,11550,Intra,SubPar,MultIss,"Page 2, Untitled Preamble:...the Chin National Front and the Union Peace Working Committee signed this agreement on 9 December 2012 

Page 5, Agreements on Social and Cultural Matters, 28. The following signatories duly entered their signatures having duly agreed on the above points.
[Note: Names, titles and signatures of members of both parties as well as observers below are intentionally omitted in the translation]","Page 2, Untitled Preamble:...having been witnessed by the Chin Peace and Tranquility Committee, Union-level Peace Facilitating Committee and observers.

Page 5, Agreements on Social and Cultural Matters, 28. The following signatories duly entered their signatures having duly agreed on the above points.
[Note: Names, titles and signatures of members of both parties as well as observers below are intentionally omitted in the translation]","Page 1, Untitled Preamble: The 9-point ceasefire agreement between the Chin National Front Peace Negotiating Team and the Chin State Government on 6 January 2012 in Hakha, Chin State and the 15-point Union level ceasefire agreement signed by the Chin National Front and the Chin State Government on 7 May 2012 in Chin State, witnessed by the Chin Peace and Tranquility committee, respectively are hereby reaffirmed. As contained in paragraph 4 of the May 7 2012 agreement between the Chin National Front and the Union-level Peace Negotiating Team...

Page 2, Agreement Concerning Chin National Issue, 01): The Union of Burma is a Union founded in accordance with the Panglong Agreement of February 12 1947 by the territories formerly governed under the 1896 Chin Hills Regulation, Kachin Hill Tribes Regulation, the Federated Shan States and the Government of Burma Act of 1935. 

Page 2, Agreement Concerning National Reconciliation, Human Rights and the Environment 04): It is agreed that no reprisals be made against anyone for being involved in any and all activities related to engagement between the Chin National Front and the public during the period of the cease-fire agreement, invoking either the political party registration act or the Unlawful Association Act effective the date of signing the agreement between the Chin National Front and the Union Government on 6 January 2012.",MMR,,775,,NA,NA,NA,NA,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,Government,14,CAR: coups and rebellions process,Africa (excl MENA),810,1,Déclaration de principe des parties aux négociations de Libreville sur la crise Centrafricaine,2013-01-11,Multiparty signed/agreed,2,2628,Intra,Pre,Prin,"For the CAR Government
-	Jean WILLYBIRO SAKO

For the SELEKA Coalition (UFDR, CPJP, CPSK, UFR)
-	Michel DJOTODJIA

For the Politico-Military Movements
-	Abdoulaye HISSEIN

For the Democratic Opposition
-	Master Nicolas TIANGAYE

For CEEAC
-	Nassour GUELENGDOUKSIA OUAIDOU, Secretary General of CEEAC

For the Republic of Chad
-	Moussa Faki MAHAMAT, Minister of Foreign Affairs

For the President of the Monitoring Committee (Comite de Suivi)
-	Basile IKOUEBE, Minister of Foreign Affairs and Cooperation of the Republic of Congo",,"Page 1, IN ADDITION WE UNDERTAKE TO
•	Use the Libreville Global Peace Accord of 2008, the main conclusions of the inclusive political dialogue, and the current political and security situation in the Central African Republic, as a basis for negotiation;",CAF,,482,,416,1469,,,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central African Republic,Government,14,CAR: coups and rebellions process,Africa (excl MENA),811,1,Accord de cessez-le-feu entre le Gouvernement de la République Centrafricaine et la Coalition Seleka,2013-01-11,Multiparty signed/agreed,3,5318,Intra,Cea,Ceas,"For the CAR Government
-	Jean WILLYBIRO SAKO

For the SELEKA Coalition
-	Michel DJOTODJIA

For CEEAC
-	Nassour GUELENGDOUKSIA OUAIDOU, Secretary General of CEEAC

For the President of the Monitoring Committee
- Basile IKOUEBE, Minister for Foreign Affairs of the Cooperation of the Republic of Congo",,"Page 1, PREAMBLE
Considering the national resolutions relating to the peaceful resolution of conflicts, notably the Global Peace Agreement of Libreville of June 2, 2008, the recommendations of the Bangui Inclusive Political Dialogue of December 20, 2008, and the Code of Good Conduct;",CAF,,482,,416,1494,,,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sudan/(Darfur),Government/territory,21,Darfur-Sudan peace process,Africa (excl MENA),880,1,Ceasefire Agreement between the Government of Sudan and the Justice and Equality Movement-Sudan (JEM),2013-02-10,Multiparty signed/agreed,14,25194,Intra,Cea,Ceas,"For the Government of Sudan: Dr. Amin Hassan Omar, Minister of State in the Presidency;
For the Justice and Equality Movement Sudan: Mr. Arko Sulaiman Dahiya, Vice President/Head of Delegation;","Witnessed by:

For the State of Qatar: H.E. Ahmad bin Abdallah Al Mahmoud, Deputy Prime Minister and Minister of State for Cabinet Affairs;
For the AU-UN Mediation: Ms. Aichatou S. Mindaoudou, Acting Joint Special Representative/Joint Chief Mediator ad interim;","Page 1, PREAMBLE
...Taking into consideration the Interim National Constitution of the Republic of the Sudan of 2005, the Agreement of Goodwill and Confidence Building for the Settlement of the Problem in Darfur of 17 February 2009, the Framework Agreement between the Government of Sudan and the Justice and Equality Movement to Resolve the Conflict in Darfur of 23 February 2010, the Doha Document for Peace in Darfur (""DDPD""), and the Declaration of Cessation of Hostilities and Commitment to the Peace Process by the Government of Sudan and the Justice and Equality Movement Sudan signed on 22 October 2012;

Page 2, PREAMBLE
...Resolved to negotiate final security arrangements on the basis of the DDPD; Determined to respect all international conventions, charters, resolutions, and protocols ratified by Sudan; 

Page 3, PREAMBLE
...Recalling the Declaration of Cessation of Hostilities and Commitment to the Peace Process by the Government of Sudan and the Justice and Equality Movement Sudan, signed on 22 October 2012, in which the Parties agreed to ""resume negotiations in order to achieve a comprehensive settlement of the conflict on the basis of the DDPD"";

Page 3, THE PARTIES HEREBY
(2) Agree to implement the ceasefire in accordance with the DDPD, and the following general principles:

Page 4, THE PARTIES HEREBY
(3) Agree to negotiate, on the basis of the DDPD, permanent ceasefire and final security arrangements which shall form an integral part of a protocol to be signed by the Parties.

Page 4, THE PARTIES HEREBY
(4) Agree to immediately cease and refrain from any:
c) Offensive, provocative or retaliatory actions, including hostile propaganda and the unauthorised redeployment and movement of forces against another Party or any Movement Party to the Darfur Peace Agreement (DPA), signed on 5 May 2006 in Abuja, Nigeria or against the signatories to the Declaration of Commitment to the DPA (DoC DPA), signed thereafter.

Page 5, THE PARTIES HEREBY
(4) Agree to immediately cease and refrain from any:
k) Other activities that could endanger or undermine the Parties' commitment to a complete and durable cessation of hostilities, including those activities that would be determined to be a violation of the ceasefire based on this Agreement; hostile propaganda against another Party or any armed group party to the DPA.",SDN,,625,,309,,,927,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Angola/Burundi/Central African Republic/Democratic Republic of Congo/Republic of Congo/Rwanda/South Africa/South Sudan/Tanzania/Uganda/Zambia/(African Great Lakes),Government,6,African Great Lakes: Regional Process,Africa (excl MENA),789,1,"Peace, Security and Cooperation Framework for the Democratic Republic of the Congo and the region",2013-02-24,Multiparty signed/agreed,8,7158,InterIntra,Imp,ImpMod,"H.E. Mr Parfait Anicet Mbay, for Angola; H.E. Mr. Laurent Kavakure for Burundi; H.E. Mr. Paul Kagame, President of the Republic of Rwanda; H.E. Mr. Salva Kiir Mayardit, President of the Republic of South Sudan; H.E. Mr. Whyinter Kabimba, for Zambia",,,,,,,283,,,905,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philippines/(Mindanao),Government/territory,90,Philippines - Mindanao process,Asia and Pacific,873,1,The Independent Commission on Policing and its Terms of Reference,2013-02-27,Multiparty signed/agreed,4,4750,Intra,Imp,ImpMod,"Miriam Coronel-Ferrer, Panel Chair for the Government of the Philippines
Mohagher Iqbal, Panel Chair for the Moro Islamic Liberation Front","Tengku Dato' Ab Ghafar Tengku Mohamed, Facilitator and Representative of Malaysia",Framework Agreement on the Bangsamoro;,PHL,,840,,308,,,926,No,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sudan,Inter-group,111,Kordofan - Blue Nile - Abyei process,Africa (excl MENA),1820,1,Final Communique of the Reconciliation Conference between the Misseriyya Tribes; the Awlad Hayban and Awlad Serur and al-Metanin,2013-03-01,Multiparty signed/agreed,10,15066,IntraLocal,SubPar,MultIss,"1. Amir Abd al-Moneim Musi El Shwayn, Amir of Amirs for the al-Matenin
2. Amir Ismail Besharah El Safy, Amir of Amirs for the Awlad Hayban
3. Amir El Tijany Mohamed Ahmed, Amir of Amirs for the Awlad Serur","Witnesses:
Minister of Decentralized Government, Hasbu Muhammad Abd al-Rahman
Acting Governor of East Darfur, Ahmed Kubar Jibril
Governor of South Kordofan, Maulana Ahmed Muhammad Hurun
Chairman of the Good Offices Committee, Dr Abd al-Hamid Musi Kasha
Chairman of the Preparatory Committee, Amir Mukhtar Babu Namr
Chairman of the Legal Department of East Darfur State
Chairman of the Legal Department of South Kordofan State
Vice President of the Republic, Dr al-Haj Adam Yusuf

Other participants [not signatures]
Dr. Nafie Ali Nafie, Assistant President of the Republic
A number of ministers, ministers of state, governor of South Kordofan and acting governor of East Darfur, a number of members of the governments of South Kordofan and East Darfur, and dignitaries of the civil administration in South Kordofan and East Darfur, and a party [representing] the people of South Kordofan and East Darfur",Decisions of the White Conference of July 2011 [not available online in either English or Arabic],SDN,,625,,NA,NA,NA,NA,No,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
South Sudan/Sudan,Territory,110,North - South Sudan secession process,Africa (excl MENA),878,1,Implementation Modalities for Security Arrangements agreed on 27 September 2012,2013-03-08,Multiparty signed/agreed,24,34327,InterIntra,Imp,ImpMod,"H.E. 1st Lt. Gen (PSC) Eng. Abdul Raheem Mohammed Hussein, Minister of Defense, Government of Sudan; H.E. Gen. John Kuong Nyuon, Minister of Defense and Verteran Affairs, Government of South Sudan","Witnessed by: H.E. Gen. Abdulsalami A. Abubakar, African Union High Level Implementation Panel for Sudan and South Sudan","Page 2, Decisions
Agenda Item 1: Introductory Remarks
Background and Recommendation: [...]
-There was acceptance that there would be no move of the JBVMM HQ to Abyei until the Temporary Arrangements were implemented and accommodation provided by UN.
-The Co-Chairs agreed on modalities for implementation of security arrangements and agreed to sign: The Decisions of JPSM; Enclosure 1: Implementation Plan; Enclosure 2: Concerns and Complaints V5; Enclosure 3: Security Matrix V7

Page 7, Operationalization of JBVMM
4. The Parties agreed that JBVMM will have final strength of 90 monitors each as per JPSM decisions of 18 September 2011 and UN Security Council Resolution 2024 of 14 December 2011. They will initially deploy 70 monitors and build up this strength progressively as per progress of operationalization.

Page 9, Concerns and Complaints to JPSM Co-Chairs
In accordance with the commitment to establish a Standing JPSM Secretariat as stipulated in the Agreement on Security Arrangements of 27 September 2012 and the Agreement on the Border Monitoring Support Mission of 30 July 2011, this Secretariat will receive concerns and complaints of the Parties and forward them to the Co-Chairs for allocation to the appropriate competent authority: the JBVMM; the Ad-Hoc committee; the Ad-Hoc Committee of the JBVMM Sector HQ (for the 14 Mile Area); the JPSM Co-Chairs themselves; or a new ad-hoc or sub-committee should be created by the JPSM. The Ad-Hoc Committee and the Secretariat shall have a permanent office in Khartoum and Juba and ensure a permanent link between the two, including liaison visits. 

Page 21-22, Security Matrix: Implementation Activities
5. Activation of the Ad-Hoc Committee and sub-committees
Timing: Within 24hrs
Remarks: The parties agree to operationalization of the agreed mechanisms, and consistent with agreement any of the parties may lodge, at any time, concerns or complaints with the JPSM Co-Chairs, which shall be addressed. Concerns or complaints relating to the SDBZ shall be referred to the JBVMM, concerns or complaints relating to the 40km either side of the SDBZ shall be referred to the Ad-Hoc Committee and for concerns or complaints beyond the border area the Co-Chairs shall form additional subcommittees, mechanism or principles as deemed necessary. Article 8 of the MOU: ""The two States hereby authorize the JPSM to oversee compliance with this Memorandum. The Parties may adopt further mechanisms and principles to enable the JPSM to carry out functions. In the event any disput arising in the implementation of this MOU, the two States shall seek to resolve the matter amicably through the JPSM.""",SSD,SDN,626,625,309,,,836,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zimbabwe,Government,124,Zimbabwe post-election process,Africa (excl MENA),1340,1,Constitution of Zimbabwe Amendment (No 20) 2013,2013-03-19,Multiparty signed/agreed,151,349429,Intra,SubComp,FrCons,,President of Zimbabwe and The Parliament of Zimbabwe,,ZWE,,552,,NA,NA,NA,NA,No,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
Myanmar,Government/territory,80,Myanmar ceasefires process with ethnic armed groups,Asia and Pacific,1580,1,Union-level agreement between Pa-Oh National Organization (PNLO) and Union Peacemaking Working Committee (UPWC),2013-03-23,Multiparty signed/agreed,2,2936,Intra,Cea,Ceas,"Pa-Oh National Organization (PNLO) and Union Peacemaking Working Committee (UPWC); Representatives from PNLO
U Khun Okkar (Chairman)
U Khun Myint Htun (General Secretary)
Representatives from UPWC
U Aung Min (Union Minister)
U Khin Mg Soe (Union Minister)",,,MMR,,775,,NA,NA,NA,NA,No,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sudan/(Darfur),Government/territory,21,Darfur-Sudan peace process,Africa (excl MENA),875,1,Agreement between the Government of Sudan and the Justice and Equality Movement-Sudan on the Basis of the Doha Document for Peace in Darfur,2013-04-06,Multiparty signed/agreed,13,25308,Intra,Imp,ImpMod,"For the Government of Sudan: Dr. Amin Hassan Omar, Minister of State in the Presidency;
For the Justice and Equality Movement-Sudan: Mr. Mohammad Bashar Ahmad, President;","Witnessed by: For the State of Qatar: H.E. Ahmad bin Abdallah Al Mahmoud, Deputy Prime Minister and Minister of State for Cabinet Affairs; For the AU-UN Mediation: H.E. Aichatou S. Mindaoudou, Deputy Joint Special Representative (Politcial); Mohamed Ibn Chambas, Joint Special Representative","Page 1, Preamble
...Recalling the relevant paragraphs of Security Council resolutions 2003(2011), 2035(2012), 2063(2012) and 2091(2013) in which the Council invariably welcomes ""the Doha Document for Peace in Darfur as an important step forward in the African Union (AU)-United Nations (UN) Darfur Peace Process""; ""reiterates its full support for efforts to reach a comprehensive and inclusive solution to the conflict in Darfur""; ""demands that all parties to the conflict, including in particular all the non-signatory armed groups engage immediately and without preconditions to make every efforts to reach a permanent ceasefire and comprehensive peace settlement on the basis of the Doha Document for Peace in Darfur (DDPD), in order to bring a stable and durable peace in the region""; stresses ""the necessity articulated in the Doha Document for Peace in Darfur that all parties to the armed conflict in Darfur shall fully and unconditionally accept their obligations under international humanitarian law, international human rights law and relevant Security Council resolutions""; and ""urges (the DDPD parties) to deliver on the commitment made in the Doha Document for Peace in Darfur"";

Page 1, Preamble
...Recalling further the relevant paragraphs of the African Union Peace and Security Council (PSC) Communiques which welcome the DDPD ""as a positive development that will greatly contribute to the promotion of peace and security in Darfur""; call on the ""Parties to the DDPD to spare no efforts in expediting the implementation of the Agreement""; ""express serious concern at the continued refusal of the hold out groups to engage in the peace process, in spite of the efforts made by the Joint AU/UN Mediation;  and demand that these Movements join the peace process without any further delay and adhere to the DDPD, which has been endorsed by the AU and the larger international community as available basis for achieving lasting peace and stability in Darfur"";

Page 2, Preamble
...Affirming their commitment to a durable settlement of the conflict on the basis of the DDPD and to the promotion and protection of human rights and fundamental freedoms;

Page 2, Preamble
...Welcoming the continuing support for the DDPD by the United Nations, the African Union, the League of Arab States, the Organisation of Islamic Cooperation , the European Union and the international community in general;

Page 2, Preamble
...Reiterating the pressing need for the full and timely implementation of the DDPD;

Page 2, Article 1. Adoption of the Doha Document for Peace in Darfur
1. The Parties hereby adopt the DDPD and all its annexes, which constitute an integral part thereof, namely the implementation modalities and timelines, and the Protocol on the Participation of the Justice and Equality Movement-Sudan at the Different Levels of Government and on the Integration of its Forces, as initialled by the Parties and the Mediation and which constitutes an integral part of this Agreement.

Page 3, Article 1. Adoption of the Doha Document for Peace in Darfur
2. The Parties undertake to faithfully deliver on the commitments they made in the DDPD and in this Agreement, to fully implement their provisions and to abide by the timelines thereof.

Page 3, Article 2. Promotion and Protection of Human Rights and Fundamental Freedoms
4. GOS shall, in accordance with relevant provisions of the DDPD, promote general welfare and economic growth in Darfur through the provision of basic services and infrastructure including water, education, health, electricity and roads as well as enhanced livelihoods.

Page 3, Article 3. General Principles and Criteria for Power Sharing
8. The Parties reaffirm their commitment to the general principles and criteria enumerated in the DDPD, upon which power sharing shall be based.

Page 3, Article 4. The National Judiciary
9. The recommendations of the Panel of Experts made pursuant to paragraph 46 of Article 6 of the DDPD shall be urgently implemented by GOS in collaboration with the relevant bodies.

Page 4, Article 5. The National Civil Service
10. The recommendations of the Panel of Experts made pursuant to paragraph 51 of Article 7 of the DDPD shall be urgently implemented by GOS in collaboration with the relevant bodies, including the DRA.
11. Affirmative action related to the training and recruitment of people from Darfur into the national civil service, as provided for in paragraph 54 (i-iv) of the DDPD shall be implemented after the signing of this Agreement according to the agreed implementation timelines.

Page 4, Article 6. Armed Forces and Other Regular Forces
12. A follow-up committee composed of GOS and relevant bodies shall be established to ensure the timely implementation of the provisions contained in paragraphs 57 and 58 of the DDPD related to the representation of the people of Darfur in the Sudanese Armed Forces, military academies and other regular forces.

Page 4, Article 7. Participation of JEM in Power, and in Constitutional and Electoral Processes
13. JEM shall, in accordance with the provisions of the Protocol on the Participation of the Justice and Equality Movement-Sudan at the Different Levels of Government and on the Integration of its Forces, referred to in Article 1, participate in all the tiers of Government at the national level, the Darfur States level and the locality level, as well as in both organs of the DRA.

Page 4, Article 7. Participation of JEM in Power, and in Constitutional and Electoral Processes
16. GOS, in collaboration with DRA, shall, within the stipulated time in the DDPD, ensure that all provisions  on affirmative action aimed at redressing imbalance, and those related to adequate representation of the citizens of Darfur in the civil service, State institutions, are fully implemented.

Page 6, Article 11: Payments of Seed Money by GOS
24. GOS undertakes to pay the entire amount of the seed money for Darfur reconstruction and development as provided for in the DDPD during the period of implementation of the development plan approved by the International Donors' Conference for Darfur in Doha in accordance with DDPD timelines.

Page 6, Article 12: Reconstruction and Development
26. The DRA shall carry out the review exercise of the development projects as enumerated in paragraph 174 of the DDPD, to assess their feasibility and revive them as appropriate. Other feasible development projects shall be added on the list for execution.

Page 6, Article 12: Reconstruction and Development
27. Further to paragraph 212 of the DDPD, the Parties shall ensure that the benefits to the local communities affected by the development and exploitation of natural resources, including the employment of local residents and the provision of social services, are incorporated in all contracts to be concluded with investors and development partners in Darfur.

Page 7, Article 14: The Micro-Finance System
33. The Parties agree to expeditiously establish a micro-finance system in Darfur, as provided for in the DDPD, and to develop it into a viable financing institution
35. Without prejudice to paragraph 136 of the DDPD, GOS and the DRA shall mandate the institution to develop its internal regulations and procedures.
36. The small producers referred to in paragraph 131 of Article 19 of the DDPD, shall include returning IDPs, refugees and all the victims of the conflict

Page 8, Article 16: General Principle
42. The Parties reaffirm their commitment to the general principles enumerated in the DDPD, which shall guide the achievement of durable solutions for the IDPs and refugees, as well as all other victims of the conflict

Page 9, Article 17: Compensation and Durable solution
43. The Parties shall expeditiously take measures to commence the payment of compensation to returning IDPs, refugees as well as all other victims of the conflict, in accordance with relevant paragraphs of Articles 43, 52 and 57 of the DDPD.
44. GOS and the DRA shall, upon the signing of this Agreement, empower the VRRC to enable it to start implementing its mandate as stipulated in the DDPD. GOS shall, in this regard, immediately allocate funds for the VRRC to commence payment of the lump sum of $250.00 to returning families as part of the return package provided for in the DDPD.

Page 9, Article 20: General Principles
49. The Parties reaffirm their commitment to the general principles enumerated in the DDPD, upon which justice and reconciliation shall be based.

Page 10, Article 21: National Judicial System
50. Without prejudice to Article 60 and further to paragraph 295 of the DDPD, GOS shall immediately lift immunities enjoyed by persons by virtue of their official status or functions when requested by the national justice institutions.

Page 10, Article 21: National Judicial System
51. No special/extraordinary courts other than the Special Court for Darfur provided for in Article 59 of the DDPD shall be established because of the conflict in Darfur. Any such existing court shall be closed.

Page 10, Article 24: Amnesty
56. Without prejudice to paragraph 330 of Article 60 of the DDPD, GOS shall, upon the signing of this Agreement, issue general amnesty for JEM combatants and members, in accordance with the Constitution and national law.

Page 11, Article 25: General Principles
58. The Parties reaffirm their commitment to the Ceasefire Agreement signed in Doha on 10 February 2013, and to the general principles enumerated under Article 62 of the DDPD, upon which the Permanent Ceasefire and the Final Security Arrangements shall be based.

Page 11, Article 26: Provision of Non Military Logistic Support to JEM Combatants
59. The Parties stress the necessity for the provision of Non Military Logistic Support (NMLS) to JEM combatants. In this regard, GOS undertakes to provide such support, covering the period from the signing of this Agreement to the conduct of the verification of JEM forces locations and strength. This initial support shall be provided through an arrangement agreed upon by the Parties. After the conduct of the verification, NMLS shall be provided on the basis of paragraphs 393 and 394 of the DDPD.
60. The Parties shall be adequately represented in the Joint Logistics Coordination Committee (JLCC) as provided for in paragraph 410 Article 69 of the DDPD.

Page 11, Article 27: Establishment of the Joint Coordination Mechanism (JCM)
61. The Parties stress the necessity to establish, without further delay, the Joint Coordination Mechanism (JCM) as provided for in paragraph 403 Article 67 of the DDPD and shall, in this regard, agree on its composition.

Page 11, Article 28: Disarmament of Armed Militia Groups
62. The Parties reiterate the critical necessity for the disarmament of armed militia as a key element of the Final Security Arrangements and that the process shall expeditiously take place as provided for in paragraph 399 Article 76 of the DDPD.

Page 11, Article 29: Reform of Some Military Institutions 
63. The Parties reiterate the importance of reforming and restructuring some military institutions in accordance with paragraphs 463 and 464 Article 74 of the DDPD, and agree that the process shall be expedited.

Page 12, Final Provision
69. This Agreement is an integral part of the DDPD and shall, therefore, have constitutional status in accordance with paragraph 487 thereof.",SDN,,625,,309,,,927,No,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
